,SP_Price_Houston,SP_Price_North,SP_Price_Panh,SP_Price_South,SP_Price_West,DA_Price_Houston,DA_Price_North,DA_Price_Panh,DA_Price_South,ERC_Wind_Total,ERC_Load,ERC_Solar,ERC_NLoad,ERC_SLoad,ERC_WLoad,ERC_HLoad,ERC_CWind,ERC_NWind,ERC_PWind,ERC_SWind,ERC_WWind,ACTUAL_ERC_Load,ACTUAL_ERC_HLoad,ACTUAL_ERC_NLoad,ACTUAL_ERC_SLoad,ACTUAL_ERC_WLoad,ACTUAL_ERC_CWind,ACTUAL_ERC_NWind,ACTUAL_ERC_PWind,ACTUAL_ERC_SWind,ACTUAL_ERC_Wind,ACTUAL_ERC_WWind,ACTUAL_ERC_Solar,Outage,RT_DA,SP_Price_North_cap
2023-02-01 00:00:00,36.2125,37.6125,38.22,32.9225,38.53,38.42,41.54,41.17,35.43,43.6,57140.0,0.0,22500.0,16010.0,7280.0,11340.0,1810.0,0.0,80.0,780.0,30.0,57103.0,11129.09,21582.79,16678.09,7712.58,2542.81,92.81,55.0,1283.81,4030.99,56.56,0.24,18327.0,-3.927500000000002,37.6125
2023-02-01 01:00:00,34.275,36.075,36.855,30.0375,37.2525,36.5,38.65,38.39,33.65,40.92,56750.0,0.0,22530.0,15760.0,7300.0,11160.0,1940.0,0.0,100.0,850.0,30.0,56574.0,10989.98,21404.36,16513.99,7665.68,2818.83,71.46,99.67,1010.19,4064.79,64.64,0.23,18327.0,-2.5749999999999957,36.075
2023-02-01 02:00:00,34.43,41.03,44.56,28.01,46.3375,36.64,39.01,38.76,33.76,41.59,56830.0,0.0,22750.0,15720.0,7280.0,11080.0,2130.0,0.0,110.0,920.0,30.0,56369.0,10926.3,21286.48,16512.22,7644.05,3061.07,75.72,100.81,930.57,4210.19,42.02,0.23,18327.0,2.020000000000003,41.03
2023-02-01 03:00:00,31.735,46.9925,55.9375,21.3975,60.445,37.17,40.12,39.89,33.87,42.51,57000.0,0.0,22820.0,15800.0,7240.0,11140.0,2220.0,0.0,100.0,960.0,20.0,56052.0,10989.15,21379.52,16436.49,7247.3,2864.8,88.8,60.16,1089.92,4151.2,47.52,0.23,18327.0,6.872500000000002,46.9925
2023-02-01 04:00:00,33.3625,47.61,56.105,25.0425,60.3875,39.09,43.0,42.53,34.74,45.35,58000.0,0.0,23190.0,16190.0,7230.0,11390.0,2240.0,0.0,80.0,940.0,20.0,56871.0,11295.2,21653.17,16528.84,7393.56,3047.25,104.76,71.55,1084.94,4331.33,22.83,0.24,18327.0,4.609999999999999,47.61
2023-02-01 05:00:00,34.93,38.8175,41.2325,33.9425,42.4475,45.16,53.27,52.74,39.38,56.07,60410.0,0.0,24100.0,17020.0,7320.0,11970.0,2210.0,0.0,100.0,900.0,10.0,58176.0,11905.37,22051.53,16816.28,7402.84,2725.51,138.39,103.92,860.93,3898.71,69.96,0.23,18327.0,-14.4525,38.8175
2023-02-01 06:00:00,33.41,36.5725,38.18,33.425,38.9825,85.93,100.0,98.76,72.07,101.03,63950.0,0.0,25380.0,18270.0,7520.0,12780.0,2080.0,0.0,130.0,830.0,10.0,59917.0,12736.21,22502.3,17383.87,7294.43,2140.36,127.1,88.97,691.43,3096.83,48.97,0.22,18065.0,-63.4275,36.5725
2023-02-01 07:00:00,35.645,40.29,42.1725,39.1125,43.11,98.77,116.96,115.51,82.45,117.51,65600.0,10.0,25960.0,18950.0,7500.0,13200.0,1970.0,0.0,160.0,770.0,10.0,61255.0,13144.24,23050.06,17769.41,7291.73,1705.17,74.31,159.7,642.64,2608.08,26.26,9.14,17955.0,-76.66999999999999,40.29
2023-02-01 08:00:00,37.0975,41.695,42.94,43.7225,43.545,95.0,112.29,111.48,79.14,112.07,65600.0,260.0,25870.0,18960.0,7430.0,13340.0,1890.0,0.0,150.0,720.0,10.0,61976.0,13293.72,23418.94,17931.04,7332.12,1381.49,48.53,148.31,498.15,2108.78,32.3,179.38,18113.0,-70.595,41.695
2023-02-01 09:00:00,27.925,36.2825,38.7125,39.075,39.8975,104.51,118.53,119.8,89.79,119.28,65490.0,640.0,25650.0,18860.0,7520.0,13460.0,1850.0,0.0,100.0,660.0,10.0,62664.0,13428.88,23734.05,18117.87,7382.93,1198.45,57.15,145.06,513.96,1947.13,32.51,621.74,18113.0,-82.2475,36.2825
2023-02-01 10:00:00,30.615,37.425,39.515,39.3825,40.545,103.4,111.3,112.16,97.28,112.11,64980.0,990.0,25370.0,18630.0,7500.0,13480.0,1650.0,0.0,40.0,540.0,0.0,62776.0,13467.04,23771.24,18162.88,7375.01,1067.98,61.62,100.46,484.75,1776.82,62.01,1112.82,18113.0,-73.875,37.425
2023-02-01 11:00:00,39.88,41.39,42.415,38.8775,42.935,91.62,97.71,97.64,86.6,96.99,63710.0,1380.0,24890.0,18150.0,7310.0,13360.0,1430.0,0.0,20.0,440.0,0.0,62782.0,13444.31,23838.7,18147.41,7351.49,1018.21,39.27,68.62,494.02,1627.51,7.39,1351.15,18113.0,-56.31999999999999,41.39
2023-02-01 12:00:00,40.545,42.7975,44.215,39.0575,44.925,68.28,73.29,73.07,64.69,72.39,62100.0,1680.0,24260.0,17590.0,7120.0,13120.0,1320.0,0.0,30.0,400.0,0.0,62433.0,13338.09,23773.41,17969.19,7352.05,927.97,33.79,105.01,416.42,1498.66,15.47,1473.8,17201.0,-30.492500000000007,42.7975
2023-02-01 13:00:00,31.5775,43.175,54.505,61.325,60.3,60.0,63.71,63.44,57.37,62.81,60670.0,1600.0,23670.0,17080.0,7010.0,12910.0,1290.0,0.0,70.0,410.0,0.0,62111.0,13285.04,23602.34,17784.48,7439.19,870.85,12.38,485.92,378.57,1806.04,58.32,1497.94,17201.0,-20.535000000000004,43.175
2023-02-01 14:00:00,31.385,35.01,40.7125,44.075,42.9875,62.19,64.87,64.94,60.0,64.34,59410.0,1320.0,23140.0,16610.0,6940.0,12710.0,1380.0,0.0,160.0,470.0,0.0,61447.0,13199.04,23339.15,17578.48,7330.32,893.69,8.67,773.51,436.13,2130.88,18.88,1416.75,16721.0,-29.860000000000007,35.01
2023-02-01 15:00:00,30.855,40.595,47.745,53.6325,51.2925,63.08,65.99,66.04,60.56,65.36,58850.0,1070.0,22870.0,16350.0,6940.0,12670.0,1550.0,0.0,280.0,540.0,10.0,61258.0,13199.48,23300.36,17342.45,7415.97,943.06,11.95,475.17,499.67,1950.62,20.77,871.11,16596.0,-25.394999999999996,40.595
2023-02-01 16:00:00,38.98,49.655,56.82,40.2125,60.4,93.63,98.98,98.61,89.27,98.3,59390.0,760.0,23040.0,16560.0,6990.0,12800.0,1630.0,0.0,310.0,610.0,10.0,61979.0,13240.25,23509.59,17702.72,7526.13,1256.2,8.2,207.44,611.3,2097.45,14.31,552.2,16294.0,-49.325,49.655
2023-02-01 17:00:00,49.88,71.7475,85.64,37.7375,92.435,112.9,115.69,115.89,109.9,116.73,60690.0,300.0,23550.0,17180.0,6860.0,13100.0,1560.0,0.0,310.0,630.0,10.0,62624.0,13464.99,23948.33,17936.2,7274.69,1629.98,12.89,214.9,739.64,2618.13,20.72,139.02,16149.0,-43.942499999999995,71.7475
2023-02-01 18:00:00,34.535,50.0325,59.3375,29.815,63.875,121.92,126.85,126.42,118.05,127.54,62520.0,20.0,24170.0,17930.0,7050.0,13370.0,1370.0,0.0,350.0,620.0,10.0,63401.0,13582.38,24053.32,18438.38,7327.07,1630.23,11.79,403.81,763.49,2815.79,6.47,2.26,15858.0,-76.8175,50.0325
2023-02-01 19:00:00,28.225,42.7375,50.4525,33.6825,54.2875,94.32,98.0,98.05,91.18,100.0,62920.0,0.0,24190.0,18180.0,7250.0,13310.0,1370.0,0.0,340.0,600.0,10.0,63006.0,13420.21,23566.18,18444.12,7575.71,1515.62,1.4,431.04,614.15,2579.07,16.86,0.23,16062.0,-55.2625,42.7375
2023-02-01 20:00:00,28.325,39.25,49.1575,41.555,58.6875,84.54,87.0,86.03,82.53,89.07,62310.0,0.0,23950.0,18040.0,7190.0,13130.0,1310.0,0.0,250.0,560.0,10.0,61576.0,13193.15,22950.73,18091.46,7340.45,1240.49,0.6,212.79,526.72,1993.75,13.15,0.23,16182.0,-47.75,39.25
2023-02-01 21:00:00,32.155,40.7425,47.03,33.4025,51.08,59.05,60.85,60.22,57.76,61.89,60850.0,0.0,23280.0,17610.0,7210.0,12750.0,1180.0,0.0,170.0,520.0,10.0,59878.0,12753.05,22206.52,17468.21,7450.49,1061.26,0.64,183.54,391.44,1649.87,12.99,0.26,16182.0,-20.1075,40.7425
2023-02-01 22:00:00,33.25,44.81,52.585,31.245,56.53,36.04,37.24,37.17,34.92,39.39,58500.0,0.0,22320.0,16790.0,7150.0,12240.0,1110.0,0.0,100.0,470.0,10.0,57424.0,12118.09,21339.31,16584.43,7382.07,1177.59,0.5,144.5,290.5,1624.89,11.8,0.24,16182.0,7.57,44.81
2023-02-01 23:00:00,28.4525,40.64,48.3775,28.0575,52.3725,32.74,33.09,33.09,32.52,35.34,56210.0,0.0,21470.0,15990.0,6980.0,11760.0,1120.0,0.0,50.0,440.0,10.0,55428.0,11561.66,20625.35,15910.28,7330.68,1277.3,1.01,113.34,275.04,1672.97,6.28,0.24,16066.0,7.549999999999997,40.64
2023-02-02 00:00:00,48.9525,76.2275,94.235,47.57,103.635,31.25,32.74,32.79,32.03,34.41,54650.0,0.0,20470.0,15470.0,7210.0,11500.0,1000.0,0.0,50.0,290.0,10.0,53572.0,11192.55,20060.66,15378.86,6939.62,1025.41,1.05,91.72,267.42,1396.64,11.04,0.23,16075.0,43.487500000000004,76.2275
2023-02-02 01:00:00,34.6,52.955,65.0975,34.335,71.44,30.81,31.96,32.02,31.44,33.72,53800.0,0.0,20080.0,15170.0,7220.0,11330.0,1070.0,0.0,90.0,280.0,10.0,52841.0,10962.42,19785.64,15110.66,6982.35,1048.74,13.92,147.07,191.5,1412.26,11.03,0.25,16075.0,20.994999999999997,52.955
2023-02-02 02:00:00,26.835,40.915,52.8325,31.29,61.4675,30.74,32.01,32.11,31.77,33.79,53470.0,0.0,19910.0,15080.0,7240.0,11250.0,970.0,0.0,120.0,270.0,10.0,52713.0,10890.13,19721.08,14990.73,7110.76,802.26,35.87,287.63,163.57,1307.32,17.99,0.24,16075.0,8.905000000000001,40.915
2023-02-02 03:00:00,26.8825,32.0175,38.355,31.57,44.1475,31.33,32.66,32.72,31.7,34.42,53680.0,0.0,19930.0,15160.0,7290.0,11280.0,770.0,0.0,150.0,290.0,10.0,52867.0,10969.0,19815.79,15022.83,7059.24,694.84,15.03,397.71,216.66,1343.2,18.96,0.22,16075.0,-0.6424999999999983,32.0175
2023-02-02 04:00:00,26.7525,35.285,43.7925,30.43,50.6275,31.04,33.02,33.14,32.65,34.78,54650.0,0.0,20320.0,15490.0,7340.0,11500.0,630.0,0.0,190.0,330.0,10.0,53694.0,11193.82,20104.36,15259.75,7136.07,730.2,14.7,431.76,187.57,1376.69,12.46,0.22,16075.0,2.2649999999999935,35.285
2023-02-02 05:00:00,28.3525,37.605,47.7675,34.3475,56.61,45.79,47.61,47.78,46.78,49.6,57000.0,0.0,21320.0,16230.0,7420.0,12030.0,690.0,0.0,240.0,410.0,10.0,55052.0,11691.71,20545.62,15809.55,7004.87,867.9,12.15,378.17,279.16,1545.7,8.32,0.24,16075.0,-10.005000000000003,37.605
2023-02-02 06:00:00,27.6075,31.905,40.5525,36.7925,50.035,64.07,66.19,66.33,66.04,68.21,60520.0,0.0,22800.0,17320.0,7610.0,12790.0,920.0,0.0,280.0,500.0,10.0,57240.0,12515.9,21277.35,16371.4,7074.96,969.22,14.49,560.62,440.17,1995.24,10.74,0.22,15899.0,-34.285,31.905
2023-02-02 07:00:00,-20.9825,63.81,78.0125,-65.3625,85.26,70.88,72.4,72.21,67.64,73.96,62270.0,20.0,23520.0,17870.0,7690.0,13180.0,1140.0,0.0,330.0,610.0,10.0,58561.0,12975.71,21871.85,16600.78,7112.24,1362.86,8.92,824.77,585.23,2830.94,49.16,6.23,15684.0,-8.590000000000003,63.81
2023-02-02 08:00:00,31.295,37.8625,43.8275,32.2725,48.615,62.17,63.02,63.23,58.06,64.35,62230.0,490.0,23540.0,17700.0,7650.0,13340.0,1410.0,0.0,340.0,760.0,10.0,59160.0,13109.75,22249.25,16557.81,7242.79,1598.72,20.75,1159.75,747.34,3606.81,80.25,249.41,15684.0,-25.157500000000006,37.8625
2023-02-02 09:00:00,50.665,68.445,80.1725,43.4975,86.3,44.98,46.48,46.42,41.22,46.74,62020.0,1750.0,23520.0,17370.0,7640.0,13480.0,1700.0,0.0,310.0,880.0,10.0,59522.0,13405.14,22632.5,16334.05,7149.98,1682.02,19.94,890.74,884.72,3572.16,94.74,874.83,15684.0,21.964999999999996,68.445
2023-02-02 10:00:00,35.13,42.88,47.7025,46.7125,50.1075,38.82,40.15,39.48,34.86,40.17,61470.0,2660.0,23400.0,16940.0,7590.0,13540.0,1790.0,0.0,250.0,890.0,20.0,59810.0,13497.5,22913.91,16021.21,7377.37,1370.97,36.27,853.5,883.2,3238.38,94.44,2111.94,15684.0,2.730000000000004,42.88
2023-02-02 11:00:00,30.5,34.895,44.005,80.0375,48.585,33.9,34.19,34.15,31.35,34.16,60300.0,3450.0,23010.0,16370.0,7470.0,13460.0,1790.0,0.0,310.0,880.0,40.0,59356.0,13450.18,23022.67,15744.26,7138.49,1217.27,92.97,1126.05,947.47,3577.31,193.55,3379.05,15684.0,0.7050000000000054,34.895
2023-02-02 12:00:00,27.2,28.3525,28.4425,183.5225,28.505,31.85,32.7,32.42,29.2,32.21,58870.0,4710.0,22430.0,15820.0,7340.0,13280.0,1130.0,90.0,320.0,450.0,420.0,58908.0,13349.84,23036.75,15397.21,7124.48,1554.11,144.59,1221.8,983.68,4336.03,431.85,4221.9,15183.0,-4.347500000000004,28.3525
2023-02-02 13:00:00,25.915,29.32,29.6975,49.3025,29.845,30.15,30.75,30.56,28.08,30.31,57600.0,4880.0,21840.0,15370.0,7270.0,13110.0,1110.0,130.0,380.0,440.0,720.0,58063.0,13236.68,22797.15,15153.38,6875.79,1996.12,156.5,1537.81,1185.84,5805.2,928.93,4474.3,15183.0,-1.4299999999999997,29.32
2023-02-02 14:00:00,22.8725,22.915,22.905,22.5125,22.9,27.13,27.64,27.49,25.28,27.26,56430.0,4670.0,21330.0,14980.0,7190.0,12920.0,1080.0,160.0,450.0,580.0,850.0,57226.0,13123.57,22593.35,14827.04,6682.33,2297.27,180.29,1742.87,1369.27,6781.36,1191.66,4972.61,15183.0,-4.725000000000001,22.915
2023-02-02 15:00:00,21.41,21.56,21.5425,20.5275,21.53,26.7,27.48,27.31,24.26,27.05,55920.0,4660.0,21090.0,14760.0,7170.0,12900.0,1380.0,180.0,460.0,800.0,900.0,56891.0,13156.45,22536.61,14561.94,6636.07,2557.03,254.42,1889.36,1729.91,8150.3,1719.58,5355.25,14843.0,-5.920000000000002,21.56
2023-02-02 16:00:00,19.7375,25.1075,25.7375,21.45,25.965,27.65,29.28,29.04,23.66,28.73,56300.0,4090.0,21280.0,14850.0,7150.0,13010.0,1850.0,190.0,400.0,940.0,890.0,57396.0,13266.78,22676.56,14729.17,6723.43,2959.62,272.73,1923.05,1841.62,8943.47,1946.45,5091.98,14425.0,-4.172499999999999,25.1075
2023-02-02 17:00:00,36.35,53.28,62.115,25.8025,66.3025,41.58,44.27,43.68,34.47,44.21,57380.0,1630.0,21810.0,15240.0,7080.0,13250.0,1960.0,180.0,300.0,900.0,860.0,58231.0,13480.23,22939.73,15086.05,6724.81,2890.41,277.12,1396.11,1452.37,7583.56,1567.55,2368.23,14313.0,9.009999999999998,53.28
2023-02-02 18:00:00,45.67,67.83,80.315,32.6125,86.29,48.82,51.82,51.4,42.06,52.06,59020.0,80.0,22520.0,15780.0,7230.0,13490.0,1690.0,250.0,270.0,820.0,920.0,59200.0,13593.3,23210.68,15595.27,6800.37,2151.71,378.06,1494.67,1020.17,6224.44,1179.83,70.22,13378.0,16.009999999999998,67.83
2023-02-02 19:00:00,39.1125,65.7775,78.8275,35.35,85.0325,36.55,38.85,38.71,31.87,39.63,59420.0,0.0,22610.0,16000.0,7360.0,13450.0,1600.0,310.0,260.0,770.0,1140.0,58958.0,13467.3,22876.34,15730.21,6883.82,1639.0,427.59,1394.61,909.63,5551.62,1180.79,0.22,13582.0,26.927500000000002,65.7775
2023-02-02 20:00:00,38.0375,51.7125,59.0625,34.7,62.5725,33.84,35.35,35.27,30.98,36.21,58880.0,0.0,22360.0,15900.0,7330.0,13290.0,1390.0,370.0,260.0,720.0,1370.0,58313.0,13253.25,22405.36,15617.1,7037.55,1681.6,625.43,1253.44,1070.55,5934.94,1303.92,0.24,13726.0,16.362499999999997,51.7125
2023-02-02 21:00:00,28.355,28.7125,28.4475,28.0425,31.395,30.86,31.5,31.62,29.5,32.55,57560.0,0.0,21690.0,15610.0,7310.0,12950.0,1310.0,430.0,270.0,720.0,1580.0,57246.0,12830.72,21700.74,15190.56,7524.13,2196.67,742.09,1272.66,1347.4,7355.8,1796.98,0.22,13726.0,-2.7875000000000014,28.7125
2023-02-02 22:00:00,23.805,24.0075,23.505,23.9975,29.36,25.84,26.09,26.15,24.82,27.09,55570.0,0.0,20830.0,15010.0,7250.0,12480.0,1410.0,480.0,280.0,770.0,1820.0,55050.0,12155.74,20857.3,14543.41,7493.68,2407.45,788.92,1401.17,1397.89,8337.81,2342.38,0.24,13726.0,-2.0824999999999996,24.0075
2023-02-02 23:00:00,22.605,22.5675,21.95,22.77,28.42,25.61,25.91,25.94,24.61,26.81,53710.0,0.0,20080.0,14420.0,7170.0,12040.0,1570.0,520.0,250.0,810.0,2160.0,53142.0,11539.14,20161.77,14084.84,7355.87,2455.71,799.19,1454.74,1556.8,9143.92,2877.48,0.26,12793.0,-3.342500000000001,22.5675
2023-02-03 00:00:00,21.5975,21.605,21.42,21.64,23.32,28.37,30.14,30.48,26.43,32.39,53410.0,0.0,19920.0,14800.0,7100.0,11600.0,1530.0,780.0,320.0,940.0,3030.0,51883.0,11148.83,19750.87,13751.9,7231.27,2510.44,1037.64,1025.19,1764.43,9473.99,3136.29,0.24,16507.0,-8.535,21.605
2023-02-03 01:00:00,19.4175,19.0175,18.1725,19.8475,27.985,27.24,28.99,29.34,25.11,31.13,52890.0,0.0,19800.0,14660.0,7050.0,11370.0,1720.0,800.0,230.0,970.0,3100.0,51508.0,10974.46,19541.73,13738.57,7252.9,2627.35,1092.7,500.38,1763.4,9953.59,3969.76,0.26,16507.0,-9.9725,19.0175
2023-02-03 02:00:00,19.535,18.8925,17.5325,20.22,32.4925,27.25,29.2,29.49,25.13,31.18,52860.0,0.0,19870.0,14720.0,7040.0,11230.0,1870.0,800.0,140.0,1000.0,2940.0,51486.0,10922.84,19502.25,13819.86,7241.53,2717.02,1236.86,229.98,1744.46,10430.19,4501.87,0.25,16507.0,-10.307500000000001,18.8925
2023-02-03 03:00:00,21.17,20.7225,19.72,21.6925,33.1025,28.84,30.75,31.12,26.49,33.01,53360.0,0.0,20080.0,14940.0,7030.0,11310.0,1870.0,780.0,100.0,990.0,2660.0,51882.0,10954.33,19614.33,14017.64,7295.89,2607.29,1273.95,203.7,1630.35,10046.07,4330.78,0.25,16482.0,-10.0275,20.7225
2023-02-03 04:00:00,22.435,22.165,21.87,22.82,32.6525,30.1,33.41,33.5,27.42,35.58,54650.0,0.0,20560.0,15420.0,7090.0,11580.0,1750.0,730.0,110.0,910.0,2270.0,52844.0,11220.93,20059.76,14337.74,7225.67,2290.41,1235.44,211.27,1428.72,9154.76,3988.92,0.26,16482.0,-11.244999999999997,22.165
2023-02-03 05:00:00,24.3425,24.425,24.5325,24.995,35.7725,34.61,39.52,39.98,31.42,42.31,57340.0,0.0,21590.0,16370.0,7230.0,12150.0,1600.0,700.0,160.0,810.0,1910.0,55226.0,11875.94,20899.25,15147.88,7302.64,2099.61,1199.44,386.38,1257.72,8183.1,3239.95,0.27,16482.0,-15.095000000000002,24.425
2023-02-03 06:00:00,33.1825,33.96,33.035,33.0475,43.625,69.0,75.0,74.46,63.5,76.48,61150.0,0.0,23000.0,17780.0,7450.0,12920.0,1450.0,660.0,320.0,710.0,1460.0,58746.0,12661.76,22078.15,16368.86,7637.53,1697.89,1145.05,697.78,1058.96,7134.57,2534.89,0.26,16460.0,-41.04,33.96
2023-02-03 07:00:00,33.475,34.3025,33.5375,33.5475,42.8475,66.25,75.0,74.32,58.04,76.49,62940.0,230.0,23690.0,18480.0,7510.0,13260.0,1320.0,590.0,620.0,620.0,990.0,60428.0,12955.84,22854.9,16845.13,7772.36,1361.0,870.88,1088.47,1026.32,6181.58,1834.91,137.89,16216.0,-40.6975,34.3025
2023-02-03 08:00:00,24.69,25.335,25.6775,25.7325,25.86,32.51,36.16,35.62,28.12,37.12,61860.0,3380.0,23200.0,18010.0,7390.0,13270.0,1160.0,420.0,950.0,460.0,530.0,59182.0,12922.78,22498.91,16152.68,7607.56,1227.82,662.75,1532.49,805.19,5233.62,1005.37,3571.76,16077.0,-10.824999999999996,25.335
2023-02-03 09:00:00,21.23,21.3525,21.4525,21.585,21.5,26.35,27.41,27.38,23.35,27.34,59850.0,8850.0,22340.0,17090.0,7240.0,13190.0,1060.0,200.0,930.0,340.0,170.0,56491.0,12758.49,21421.92,15133.35,7177.53,957.47,433.84,1314.6,462.66,3477.45,308.88,7876.9,16077.0,-6.057500000000001,21.3525
2023-02-03 10:00:00,19.6575,19.9,20.1125,20.4425,20.22,24.6,25.08,25.05,22.15,24.89,57740.0,9660.0,21520.0,16140.0,7090.0,12990.0,870.0,70.0,740.0,290.0,50.0,53708.0,12328.48,20283.12,14156.68,6939.28,816.55,268.02,1290.65,464.83,3038.81,198.76,9180.36,16077.0,-5.18,19.9
2023-02-03 11:00:00,17.465,17.8025,18.13,18.605,18.2875,22.58,22.83,22.72,20.84,22.58,55510.0,9940.0,20650.0,15200.0,6940.0,12720.0,650.0,30.0,850.0,210.0,50.0,50934.0,11768.33,19119.08,13241.81,6804.32,668.19,81.18,1814.98,414.91,3220.42,241.16,9833.0,16077.0,-5.0275,17.8025
2023-02-03 12:00:00,15.3325,15.47,15.64,15.9575,15.7225,19.94,20.0,19.71,19.07,19.88,53390.0,9780.0,19820.0,14390.0,6770.0,12410.0,880.0,40.0,1930.0,340.0,230.0,48554.0,11263.08,18140.35,12431.51,6718.58,476.6,6.84,2494.44,354.49,3696.96,364.59,9974.06,16062.0,-4.529999999999999,15.47
2023-02-03 13:00:00,12.685,12.685,12.685,12.685,12.685,18.42,18.44,18.05,18.09,18.35,51780.0,9910.0,19130.0,13840.0,6650.0,12160.0,680.0,30.0,2270.0,270.0,330.0,46284.0,10924.36,17023.02,11706.02,6630.65,353.84,0.86,2741.2,267.26,3866.84,503.68,10139.72,16062.0,-5.755000000000001,12.685
2023-02-03 14:00:00,9.0575,9.0575,9.0575,9.0575,9.0575,16.85,16.84,16.4,16.9,16.77,50480.0,10080.0,18530.0,13460.0,6580.0,11910.0,560.0,30.0,2530.0,220.0,460.0,44677.0,10570.44,16197.29,11326.2,6582.87,421.32,2.8,2934.02,207.67,4340.61,774.8,10436.64,16062.0,-7.782500000000001,9.0575
2023-02-03 15:00:00,1.2075,1.2075,1.2075,1.2075,1.2075,16.38,16.37,15.89,16.47,16.33,49820.0,10320.0,18180.0,13320.0,6540.0,11790.0,510.0,20.0,2690.0,170.0,640.0,43649.0,10381.09,15631.11,11125.66,6510.7,575.62,6.25,3198.99,162.11,4920.71,977.74,10422.49,16062.0,-15.162500000000001,1.2075
2023-02-03 16:00:00,7.3925,7.3925,7.3925,7.3925,7.3925,17.29,17.3,16.37,17.35,17.3,49920.0,9530.0,18220.0,13430.0,6510.0,11770.0,500.0,10.0,2730.0,140.0,910.0,43443.0,10302.71,15578.51,11151.93,6409.38,670.09,4.65,3224.66,148.81,5426.54,1378.33,9220.2,15972.0,-9.9075,7.3925
2023-02-03 17:00:00,20.155,19.8325,13.5525,20.4275,20.7275,28.5,28.6,23.71,28.53,29.57,51040.0,3240.0,18730.0,13910.0,6530.0,11870.0,460.0,20.0,2760.0,130.0,1420.0,44234.0,10421.43,15984.18,11393.02,6435.02,726.33,33.71,3298.49,123.31,5904.31,1722.47,3566.89,15889.0,-8.767500000000002,19.8325
2023-02-03 18:00:00,28.2425,27.635,-8.2525,30.085,33.405,31.01,30.27,14.15,31.92,33.95,53330.0,100.0,19780.0,14620.0,6750.0,12180.0,410.0,50.0,3110.0,220.0,2690.0,46879.0,10802.36,17133.89,12171.62,6771.15,736.64,97.89,2933.8,143.09,7097.93,3186.51,95.86,15563.0,-2.634999999999998,27.635
2023-02-03 19:00:00,21.9925,21.24,-5.425,23.4425,26.6875,24.61,23.85,6.22,25.84,27.64,54430.0,0.0,20200.0,15040.0,6970.0,12220.0,470.0,110.0,3470.0,390.0,4540.0,47978.0,10889.24,17731.3,12520.99,6836.88,718.93,164.69,3299.46,354.25,9921.52,5384.19,0.21,15689.0,-2.610000000000003,21.24
2023-02-03 20:00:00,21.0,19.64,2.9,22.305,26.255,21.68,20.93,5.58,23.45,24.24,54590.0,0.0,20380.0,15090.0,7010.0,12110.0,480.0,200.0,3650.0,550.0,6310.0,48609.0,10926.49,18153.01,12675.27,6854.51,565.96,240.19,3864.39,661.44,12732.29,7400.31,0.2,15689.0,-1.2899999999999991,19.64
2023-02-03 21:00:00,16.6875,16.195,12.285,17.1925,19.2225,21.32,20.89,12.28,23.54,23.39,54270.0,0.0,20310.0,15030.0,7030.0,11900.0,470.0,310.0,3740.0,710.0,8230.0,49134.0,10887.12,18512.94,12769.31,6964.74,346.14,393.77,4030.42,1116.91,15566.17,9678.93,0.2,15689.0,-4.695,16.195
2023-02-03 22:00:00,15.4575,15.4575,15.4575,15.4575,15.4575,20.34,19.59,13.45,21.58,21.45,53070.0,0.0,19900.0,14570.0,7020.0,11580.0,440.0,460.0,3800.0,830.0,10230.0,48774.0,10667.11,18466.27,12634.38,7006.48,333.04,596.98,3962.38,1314.81,17610.35,11403.14,0.24,15658.0,-4.1325,15.4575
2023-02-03 23:00:00,12.865,11.025,9.685,14.555,9.0075,20.77,19.59,14.13,23.73,20.45,51800.0,0.0,19500.0,14070.0,6980.0,11250.0,400.0,650.0,3830.0,920.0,11800.0,47947.0,10419.22,18298.26,12396.81,6832.66,418.97,792.08,3980.52,1355.84,18986.37,12438.96,0.31,14625.0,-8.565,11.025
2023-02-04 00:00:00,10.845,9.5375,7.5125,11.745,8.3,17.79,16.3,10.37,20.11,17.2,49330.0,0.0,18290.0,13270.0,6880.0,10890.0,400.0,980.0,3850.0,1140.0,12420.0,47224.0,10263.04,18092.32,12145.41,6723.47,606.91,937.08,3920.85,1503.94,20153.65,13184.87,0.23,16060.0,-6.762500000000001,9.5375
2023-02-04 01:00:00,9.685,6.43,4.0125,11.8975,2.8325,16.42,14.9,9.48,18.77,15.44,48640.0,0.0,17980.0,13060.0,6860.0,10740.0,450.0,1050.0,3840.0,1070.0,12790.0,47019.0,10220.53,18025.49,12041.83,6730.79,826.33,1126.19,3914.9,1609.9,21444.88,13967.56,0.21,16060.0,-8.47,6.43
2023-02-04 02:00:00,9.215,4.6225,1.1975,12.3475,-0.435,16.82,15.11,9.15,19.53,15.24,48500.0,0.0,17890.0,13020.0,6890.0,10710.0,510.0,1100.0,3850.0,990.0,12990.0,47254.0,10246.36,18109.08,12100.18,6798.5,954.06,1211.38,3832.6,1647.26,21645.34,14000.04,0.21,16060.0,-10.4875,4.6225
